电影名,评分,短评数量,评论1,评论2,评论3,评论4,评论5
7号房的礼物,8.9,337647,"我们目击的事实，往往只是浮出水面的冰凌，冰山下面的巨大事实，更排山倒海穿透视听。
我们直面的人生舞台，也许只是化蝶幻影，层层垂帘般幕后的故事，更震撼世道人心。",韩片一定要这样吗！！！哭肿了都,里面有太多不现实的地方，故事的结局却又那么的现实。童话般的影片，让我大半夜看的哭到抽搐了。,对亲情，友情之类的无法抵抗，影片后面女儿和爸爸在监狱门口分别那里哭得不能自已。,影片的核心是亲情，包括父亲对孩子的照料，孩子对父亲的反哺，虽然存在过度的煽情，但是影片不仅是亲情片，通过狱中的亲情和友情营造的温暖，与现实中司法不公媒体跟风权力滥用阴暗面的对比，起到了鲜明的讽刺作用。
玛丽和马克思,8.9,318216,你是我最好的朋友，你是我唯一的朋友,个人认为影片比《飞屋环游记》要出色,伤心电影，好电影。结尾告诉我们，网友见面要早。,年轻时我想变成任何人除了自己。,loser片。只是相比评价电影，现实中的人们会有如此多的宽容与同情？不可能嘛
红辣椒,9.0,254881,如果说盗梦空间像是工科生拍的 充满了逻辑 数学 推理 极尽聪明之事 那红辣椒就像是文科生拍的 天马行空 无所不能 是一个真正的梦,极其喜欢游行部分的画面和音乐，虽然满诡异的，呵呵,相对于深远的梦境来说，科学可能不过是一堆垃圾而已。,梦的勾结，胖子也有爱情,不行，那个胖子太恶心了……没法理解那个大大大大大大胖子也会被爱上的事情……
爱在黎明破晓前,8.8,389271,影片很做作。只说一个小情节：那个诗人在乞讨时真会打动人。也真贱。灵魂都出卖了还立个牌坊在门前。别又瞪我啊。我赞同拉手风琴的放纸盒子在欧洲的街道上，但我不接受这个。,两个人在试听间里听爱情歌曲的那一段，局促的空间里，想看对方，又有些矜持，目光刚一接触就赶紧离开，那么一段长长的时间，很好。餐厅里互打电话。对话总是很聪明。“很多人结婚的理由比这还少。”,「1989年，29岁的导演在费城与20岁的Amy相遇。两人渡过浪漫一夜，聊艺术、电影、科学。这段经历促成Before Sunrise，导演一直以为Amy会看到这部电影。可惜Amy早在1994年就因车祸去世，导演三年前才知道这个消息。终究是错过了」,三星，最多三星半，实在不能给的更高了。100多分钟全靠有一搭没一搭的对话撑起来。断断续续地看完，没有令人讨厌的地方，但也实在乏善可陈，没有惊喜，没有触动。故事过于简单且没有展开，看了前10分钟就可以直接跳到结尾。如果爱在日落黄昏后也停留在同一水准的话，就没有兴趣再看了。,我觉得一个更可能的故事是：同一列火车上长相平庸的男女，也许真的能聊得非常非常投契，他们看过一样的书，喜欢同一部电影，讲的笑话能让对方哈哈大笑，甚至能理解彼此的某些小怪癖。但他们的面目是如此模糊啊，两个人的目光都没有在对方的身上停留过，下车的时候，大家也就这样擦过肩去了。
告白,8.7,516277,都是你爸害的（《松子》），都是你妈逼的（《告白》），中岛哲也太喜欢成长阴影了吧……,"当罪人无法通过法律将其制裁的时候，唯有以暴制暴。
本以为是个推理片，想不到电影一开始就已经知道犯人是谁，只剩下女教师的复仇；本以为她在关键时刻会俗套地圣母一把，看在对方“还是个孩子”的份上原谅杀死自己女儿的学生，想不到她腹黑到底，把两个少年折磨到求生不得求死不能。太tm帅了。",中岛哲也导演《下妻物语》《被嫌弃的松子的一生》《告白》可以算华丽三部曲，都喜欢，但这部太厉害，太好看，形式感，音乐衬底，故事内容，叙事方式，以及一大堆萝莉正太扎堆，以优雅、轻松、热闹的外在形式，表达巨大的无边的哀凉和悲观，太对个人胃口了。100分。,等本片有下载的时候一定会有不少恶评，与以往的中岛哲也完全不同，大量的特写与高速慢镜的运用，全片好似分段式MV，情节上各种意识流似的拼贴。导演视乎在还原一种心理动作。谈不上非常喜欢，但却仍想赞一下。,"没有一人完全善，也没有一人完全恶。同情厌恶惊悚与快感最后一起炸裂，强烈震撼。
导演把黑暗绝望情节拍得如此娱乐好看，令人汗毛倒竖。"
一一,9.0,236898,婆婆，对不起，不是我不喜欢跟你讲话，只是我觉得我能跟你讲的你一定老早就知道了。不然，你就不会每次都叫我“听话”。就像他们都说你走了，你也没有告诉我你去了哪里，所以，我觉得，那一定是我们都知道的地方。婆婆，我不知道的事情太多了，所以，你知道我以后想做什么吗？我要去告诉别人他们不知道的事情，给别人看他们看不到的东西。我想，这样一定天天都很好玩。说不定，有一天，我会发现你到底去了哪里。到时候，我可不可以跟大家讲，找大家一起过来看你呢？婆婆，我好想你，尤其是我看到那个还没有名字的小表弟，就会想起，你常跟我说：你老,这就是传说中那种我一分钟暂停三次花三四天才能看完的那种无聊电影。,我这样说好了，你不在的时候，我有个机会去过了一段年轻时候的日子，本来以为我再活一次的话也许会有什么不一样，结果还是差不多，没什么不同。只是突然间觉得，再活一次的话，好像真的没那个必要。真的没那个必要……★★★★★★,“自从电影发明以后，人类的生命就至少延长了三倍” “本来以为，我再活一次的话，也许会有什么不一样。结果还是差不多，没什么不同。只是突然觉得，再活一次的话，好像，真的没那个必要。” “你自己看不到，所以我拍给你看。” “没有一朵云，没有一棵树，是不美丽的。” “我觉得，我也老了…”,如果电影都是过生活，那我们就过生活就好了
侧耳倾听,8.9,301717,原来图书卡寻人是这里来的呀。他们的城市是立体的，真漂亮，恋爱要翻山越岭才行。电影几乎集结了所有少女时代的美好回忆，完美、理想到失真，像一个斑斓的气泡，害怕一伸手就会破碎… 乱糟糟的书桌，伸手摸来摸去就是摸不到台灯开关，生活中的细节被它完整地还原，似曾相识，却不属于我…,"...................如果不是片尾的一句""你愿意嫁给我吗"" 我愿意打五星",喜歡《夢幻街少女》的男孩值得託付終生。,美则美矣 但是看着两个初中生这样子的深情 最后还说出你将来嫁给我这种话 还是觉得有点怪怪的 ,我喜欢男爵的爱情，喜欢钟表上永远不能相见的国王和王后。
小森林 冬春篇,9.0,239618,“她这么辛苦种田就是为了每天这么吃啊？”“对啊，人生不就是这样吗！”,完全抹去了互联网时代的痕迹，联络仅靠寥寥书信，甚至电视机的画面都不易见。人物们不玩手机不发短信、不上推特晒图朋友圈发吃，只自己默默耕种、收获、烹饪、享用。抱着电脑手机看了部片子就说日本农民很优雅？先别忙着叶公好龙、去浪漫化乡村生活。抱着审美心态，在任何地方都无法承受生活的真面目。,故事的最后貌似告诉我们一个道理：宅在家里是找不到老公的。。（误）,用這種篇幅和耐性去舖展唯美生活，腳踏實地自然感覺微痛。更年輕一點的時候不明白為何治癒系作品的需求如此大。後來漸漸明白，人單單是活在社會中，僅僅是生存著，便會自然而然地，遭受傷害。最基本最簡單的成為奢求甚至不可能。小時候快樂很簡單，長大後簡單卻變成一件很幸福的事。,真希望变成晨间剧啊，每天都想看到
大鱼,8.8,396772,"小王子说：“因为有一朵我们看不到的花儿，星星才显得如此美丽。沙漠之所以美丽，是因为沙漠的某处藏着一口井。”
波顿说：“他说故事，因为他无法忍受这无趣的地方。”这片子是献给在现实世界中迷失、畏首畏尾、丢失了童年时代欢愉梦想的人，那条游向远方的大鱼是我们对美的向往。",在这世界上，只有在你所爱的人之外，才需要辨别所谓真假。生活中的事，有种种说法。所谓真相，可能是最令人乏味最让人难以接受的。而在生活外表涂上彩虹颜色的人，他们值得尊重和信赖，因为他们的爱。,人生已经如此的艰难 有些故事就不要拆穿,似幻似真，此时没有真实或者不真实，只有你愿不愿意相信。,"哥特和亲情的融合..每个人心中都有一条大鱼，抱着梦想而活是最幸福的，怀抱梦想而死去的人是不朽的。
到了最后，真相已不重要，眼泪也淌下来了...其实他们都是真的，故事的虚化以外，所有的人们都是真实的."
阳光姐妹淘,8.8,431643,再多分开牛逼的岁月，也比不上一起傻逼的时光。这个电影必须要看。。。,一起哭，一起笑，一起疯，一起闹，一起尽情折腾我们的人生，即使老去也有最美最好的青春可以一起祭奠。,同是姐妹片，比《伴娘团》牛逼多了。大有中学不良少女团体史诗片气概,再多各自牛逼的时光，也比不上一起傻逼的岁月。,泪水和欢笑可以同时绽放。2011最爱韩国电影。无悔的青春就是和你们一起范2傻笑打闹。我们是永远的好朋友好姐妹。
