"idx","content","star"
"637","活着本身就是意义。我能想象余华在写作此书时的挣扎，一次次深入与抽离的痛苦，也铸造了这样一部有力量的作品。我们还有什么不能满足的呢，大把的时间等着你去创造辉煌。","力荐"
"638","惨绝人寰 人生中的大变故接二连三 ”活着”是生存而非生活 与Ben Horowitz创业时无时不刻在wartime的状态可谓异曲同工 如履薄冰 一不小心就万劫不复 强力催泪弹","力荐"
"639","那个时代渺小、愚昧、勤劳、坚强、隐忍的国人。太苦了，真的太苦了。如果不是为了活着，谁能熬过来呢？","推荐"
"640","福贵的一生就是不断有人进入他的生命又不断离去，被荒诞的时代和严酷的命运裹挟。“活着是为了活着本身而活着的”，即使不同意这一点，也会在读到最后一页时发出牛吼般的哭泣。","力荐"
"641","中国现当代作家代表作","推荐"
"642","人只是为活着本身而活着而活着的，而不是为了活着之外的任何事物所活着。","力荐"
"643","求生存的意志","推荐"
"644","如果从旁观者的角度，福贵的一生除了苦难还是苦难，其他什么都没有；可是当福贵从自己的角度出发，来讲述自己的一生时，他苦难的经历里立刻充满了幸福和欢乐，他相信自己的妻子是世上最好的妻子，他相信自己的子女也是世上最好的子女，还有他的女婿他的外孙，还有那头也叫福贵的老牛，还有曾经一起生活过的朋友们，还有生活的点点滴滴…… 生活是属于每个人自己的感受，不属于任何别人的看法。 ","力荐"
"645","那是我们爷爷那辈人的事，余华是我父亲那辈人。虽没有经历过，但从他的笔下依旧能感受到那辈人之中底层的愚昧、麻木、无力和盲目的乐观。一个优秀的作家能够完整详细的刻画出一个代表某一群体的形象。这比编出来的虚无缥缈的玄幻人物要真实的多。","力荐"
"646","悲惨到一点也不真实，吾未见其明也。","还行"
"647","余华最优秀的作品。","力荐"
"648","居然到现在才看这本书。本来只是旅途最后一个上午，路过一家书吧，想喝杯咖啡，随意看点东西的。没想到薄薄一本看到鼻子一直酸，眼睛忍不住滴滴答答掉水。还好这家店没什么人……","力荐"
"649","#长篇小说余华的第一部小说是第七天，高中只花了两天就读完 还看过电影版的《活着》","推荐"
"650","人物外在的命运是一贯地悲惨着的，但无论这巨大的力量是多么琐碎地渗进人的生活里，无论它使生活变得有多痛苦、荒诞，亦或让人窒息，也无论它是以洪流、以死亡，还是以日常中种种微小的诱惑和己身恒久的违抗，来向人示现，人总是活着的。我们也总是要活下去的，对于个人而言，对于民族而言，在这片大地上，漫长的黑夜已经过去了。活着即是幸福。","推荐"
"651","所以我们有什么资格不好好活着呢","推荐"
"652","读完后，结尾的凄惨一直挥之不去，算是给我留下了十分深刻的印象。开始让我真正思考余华给读者抛出的问题——我们为什么“活着”?","力荐"
"653","好好吃饭 好好睡觉 好好活着","力荐"
"654","不到三小时就读完了别人家四代人的生生死死，富贵依然坚挺地活着，或许他的内心早已经跟着逝去的人去了，可是面朝黄土背朝天，四季更替，黑夜过去白天来临，活着就是生命和希望。","力荐"
"655","在图书馆看完，流畅至极。","力荐"
"656","极其动荡不安的一生。终其一生，都在和厄运打交道。命运带走了一切能够带走的，最后的他，选择和命运和解。","力荐"
"657","余华早期作品还挺好","力荐"
"658","我做过最有毅力的事情，就是活着。","力荐"
"659","可看度很高，语言简练","推荐"
"660","苦根死得有点突然。福贵身边的人一个接一个死去，假如他换做是一个女的，早就被人骂成煞星了，克了身边所有的人。整个故事清晰顺畅，通读下来，年代感画面感也很强烈。活着再苦，还是在命运的洪流里顺其自然。","推荐"
"661","无声地哭了，我还是好好活着吧...","力荐"
"662","真相了，余华是*人生劝退者*","力荐"
"663","还记得是初中输液时看的",""
"664","人们总以为生命里只有一小部分是不由自己决定的，比如泼天的灾难，时机，机遇或是茫茫人海里的相逢别离。实际上我们能掌控的实在有限。就好比日常的每分每秒似乎都是在你意识驱动下毫不偷懒地流走的，可千万个分秒后堆积而成的又大多与你当初期盼的样子相去甚远。如果人间只是某个神玩笑间排演的一出戏的话，那么只有少数人因为天赋，运气与努力得以获得力量摆脱悬于头顶的线。而大多数人也都只是日场夜场没有台词的路人甲乙丙丁，即使是狂喜或是绝望也发不得声。都只是黄金画框里名画边角上的微微裂痕。","还行"
"665","很早以前看过",""
"666","生的苦难与伟大","力荐"
"667","当年看电视剧的时候，就被感动得一塌糊涂。没想到书更好看！！！","力荐"
"668","有庆死了、凤霞死了、家珍死了、二喜也死了、苦根最后也死了、可你还要活着！","力荐"
"669","生长的根还在过去的时代里，深爱的祖国也从那里过来的。",""
"670","高中的时候读的 那时的我不明白笼罩在大地之上的社会氛围 只是深深体会到命运无常","推荐"
"671","2013-11-09","力荐"
"672","看到后面越来越控制不住","力荐"
"673","故事或许是好的，可艺术性真的一般。评分怎么这么高？热度加持吗！","还行"
"674","读的笑了又哭了 心酸的窒息 真是一次残酷的阅读体验","力荐"
"675","书名绝了！","力荐"
"676","一气呵成的五星。苦难读来不令人压抑，很多作家可以学学","力荐"
"677","没啥好说的，老作品了，豆瓣上的人都看过了吧？","力荐"
"678","哎 生命啊","力荐"
"679","过的苦日子人不能再接受更残忍的苦难。余华的书，我将止步于此。","力荐"
"680","比电影好的地方是原著没有一种说教的感觉，而是以平淡的方式讲述看似平淡的一生","推荐"
"681","《庄子·人间世》：“知其不可奈何而安之若命，德之至也。”活着，仅仅为了活着本身而已，不是为了除此之外的任何。","力荐"
"682","活着，靠着活着本身。","还行"
"683","哭着读完。","力荐"
"684","什么时候在工作中挫折，在感情中失意，抑或是文艺里的牢骚，想想活着里的人吧，没什么大不了的更没啥是过不去的","力荐"
"685","活下去吧虽然生死都不自由但活着就是最大的意义","力荐"
"686","最爱余华老师系列","力荐"
"687","活着很苦，但没有比活着更甜的了","力荐"
"688","我看到广阔的土地袒露着结实的胸膛，那是召唤的姿态，就像女人召唤着她们的儿女，土地召唤着黑夜来临。","力荐"
"689","一口气读完，畅快！","力荐"
"690","（福贵，家珍，有庆，凤霞，苦根）说来惭愧，余华转型后的作品还是第一次读。向来不喜欢第一人称叙事的现实主义小说，容易有刻意为之的不适感。这篇读来前半也有类似感觉，不过后面就越来越好，不错的中篇。","推荐"
"691","我能说因为看了这本书以后我的抑郁症有所改善么，总之对于生死是想开了一些的。生活不如意时就读书吧，诚不欺我。","力荐"
"692","『中国小说-现代·现实』","还行"
"693","“他拥有了比别人更多死去的理由，可是他活着。“","力荐"
"694","如果你真的特别辛苦的时候，就只要想着最大的意义就只是活着就好了！心平气和的走过这一生可好…","推荐"
"695","情绪一直暗潮涌动，直到福贵买牛时突然泪如雨下，最平静即最隐忍，最隐忍即最动人。","力荐"
"696","节奏特别快，就像春天里的野草，哗啦啦地长，又突然倒了一片。不由自主的人生，也是一种速度的竞争吧。","力荐"
"697","政治老师鼎力推荐，购之，阅毕，深感挣扎，然似乎又难以讲心中情愫整合成线，料来人生太浅，难以感同身受。","力荐"
"698","看过电影读过原著表现不同都抵人心","力荐"
"699","不同年龄段对故事的理解都不同，曾经认为虽然亲人都惨死了，但是活在一幕幕曾经幸福的画面中是富贵活着的动力，没有来到这个世界上不会经历这些苦难也不会经历那些幸福。现在想想也许活着就是因为活着，一种人的本能，好死不如赖活的那个活着","力荐"
"700","活着就是活着，活着也是最大的恩赐。","力荐"
"701","9.0","力荐"
"702","多段内容引起阅读不适","力荐"
"703","一辈子","力荐"
"704","看得人内心压抑，也让人感动落泪","力荐"
"705","在火车上读着读着想起来儿时的《小布头历险记》，隐约觉得小布头更好，更孤独，更悲伤。但是那个年代的作者竟都是温柔的，克制的。","推荐"
"706","太过顺畅太过自然，看到几度哽咽，当很多人努力让生活过得更美满时，有人在时代的大浪中挣扎得想要活下来，只是活下来。几度跌入谷底，似是看到𥌓光，却只是又陷入更深的泥潭。。。最终，活下来，孤独淡然的回顾过去的一生，又是一句苍凉可了得？那首流浪汉演奏的beginning便是如此吧","推荐"
